symbol,sector,setup,entry_date,exit_date,entry_price,exit_price,qty,gross_pnl,costs,net_pnl,r_multiple,bars_held,exit_reason,mae_r,mfe_r,regime_at_entry,entry_rank,entry_score,f_ema_fast,f_ema_slow,f_ema_pull,f_ema_slow_slope,f_atr,f_atr_pct,f_adx,f_rsi_fast,f_rsi_14,f_roc_21,f_roc_63,f_roc_126,f_mom,f_hh_52w,f_pct_below_52w,f_donchian_high,f_structure_low,f_vol_avg,f_vol_ratio,f_turnover_med,f_dist_ema_atr,f_rs_index,f_gap,f_close
BERGEPAINT,Consumer,pullback,2016-02-02,2016-02-12,4033.0266661086616,3818.167141817891,3,-644.5785728723113,105.90612498502861,-707.3397690698769,-0.6583681508324503,8,stop_trail_gap,-0.756566205241301,0.25534033890087043,neutral,12,0.1621576261419245,3912.974504142207,3481.927341837321,3973.2571585703054,0.03280067919443175,182.453939598811,0.044938532550075176,23.60945072536063,72.91312901826171,55.693429095715096,-0.02627981938336188,0.17173966442754174,0.42467504964323255,0.9250971913181469,4355.616915315742,0.0678524061557354,4355.616915315742,3725.410935306452,833302.8304625318,1.0033520494894324,2898332229.3592796,0.47584978948411316,0.17247640462374547,-0.00016550646919910594,4060.0778273189467
TORNTPHARM,Pharma,pullback,2016-02-01,2016-02-15,3465.924937110142,3451.0857124038766,4,-59.35689882506085,120.23245208150843,-130.15184504166132,-0.12608177474423063,10,stop_trail,-0.7220187070373956,0.9469127793922111,neutral,2,1.3988283707174873,3312.35769791883,2627.6217249239626,3434.689936549915,0.0829120318469474,169.27744910558837,0.04913536127757788,28.26814021462794,74.36796360136216,51.27876815255569,-0.07166481794375479,0.2422035250651713,0.6906583415190066,2.2690571755671387,3852.8429017099006,0.10582267816192092,3839.69614737351,3252.289173724331,862753.8948570832,0.9717022439265739,2823663392.2842155,0.06164324202090688,0.24342069952687995,-0.013099552551336213,3445.1247473138123
BAJAJFINSV,Financials,pullback,2016-02-03,2016-02-17,4929.970122142173,4614.459296770846,2,-631.021650742654,90.31249607529472,-686.1739181272417,-0.7127671378849741,10,stop_trail,-0.8184650975272022,0.6004314412978714,neutral,4,1.0435247221631454,4580.316403603079,3839.918411293486,4799.488087303319,0.06314062477379778,300.3101350426624,0.0616745432913262,22.178074897713632,64.86773177092935,54.71102235816737,0.029329875773230096,0.3278711167851487,0.5370484692317365,2.0418986209541257,5260.920372540312,0.07444481393567526,5214.003866531992,4415.91549958051,2812113.710850961,0.9135748683891566,12432287419.832043,0.23237326626659674,0.29838572597315394,-0.0004100305310120733,4869.272134276145
ADANIENT,Infrastructure,pullback,2016-02-16,2016-02-24,5387.9173572615855,5351.328692870219,2,-73.17732878273273,98.61703472095526,-133.3680846917535,-0.17570845704999838,6,stop_trail,-0.2990998665629827,0.9359595263745372,neutral,1,2.3070812754994443,5167.059455832345,4266.782960926881,5441.425187108035,0.07148256088967275,248.70501166002003,0.04566310141961551,24.835151560248594,54.41504935799066,52.5498429657243,0.06977206998647967,0.3612009256472575,0.5398712372586991,3.1962541403175426,5818.8821064866725,0.06399197268112444,5818.8821064866725,5216.985877171004,652960.3086463194,0.7960431943146058,3477781812.5134125,0.020486819110116485,0.3121242506166857,0.006500721683606825,5446.520361693693
TORNTPHARM,Pharma,pullback,2016-02-16,2016-03-03,3628.038974699859,3566.9483368241995,3,-183.2719136269784,98.9969693505268,-243.45647330092868,-0.22674764719595508,12,stop_trail,-0.4642445740120182,0.5299677811278928,neutral,3,1.2440780562547875,3393.624048867926,2722.6627510326343,3505.937525771142,0.06886311037042558,179.55075333949645,0.0496443174127886,20.65636100940942,75.34852884201136,57.528826160262845,0.03595374726250489,0.3030414014093177,0.7771572728465783,1.6176035757607485,3852.8429017099006,0.06127931725273805,3710.295000867242,3279.593353766428,819267.6994995488,1.0012396155784813,2852710377.7270107,0.61712797846303,0.2560616071677453,0.00012550410406197976,3616.7433192110598
DMART,Consumer,pullback,2016-02-16,2016-03-04,4466.583177451902,4432.943303811987,4,-134.55949455966038,147.93299843105632,-218.78172716683284,-0.21337546797199183,13,stop_trail,-0.3331404192907661,0.7504628673937913,neutral,8,0.20283391482940477,4319.797245932123,3769.6415830694305,4409.642675859166,0.04053358964203113,167.3204888711718,0.03735951458236196,24.43393832321083,67.93935118652428,55.75649073462076,0.012237429319250204,0.18053957736449822,0.3583690804884154,0.8134586576998795,4773.164159016402,0.06170040436846924,4773.164159016402,4261.5662892529,2405029.9883189187,0.6093024865952684,10367778179.284035,0.41247383924378633,0.1379764582044838,0.0044717600044204,4478.6580002880055
HAVELLS,CapitalGoods,pullback,2016-06-09,2016-06-16,2231.587333430589,2120.2292275939017,5,-556.7905291834359,99.63254645303003,-616.6342335934385,-1.1334065756942813,5,stop_initial,-0.2512261700025616,0.6988391917625951,risk_on,8,0.16557475885994746,2175.750834139231,2137.505696785593,2221.397707240942,0.009918069791276851,70.7573858662738,0.031524528028786206,19.56074812459868,70.20979930962531,56.17277819593235,0.017198461940775456,0.126475989398801,0.1379024287628472,0.34331703464616314,2342.668725292855,0.04189676501578399,2302.5049468687944,2163.1276079289423,994076.4820658885,0.6747297359502973,1850314023.525907,0.326761322163437,0.06688850426008353,-0.00026838721695188195,2244.518484199434
MARICO,FMCG,pullback,2016-07-04,2016-07-08,274.62480337164556,248.06148142823238,41,-1089.0961996799401,98.52289234878782,-1147.4676614206492,-1.0655513634000986,4,stop_initial,-0.8312338368698672,0.33301321231895153,risk_on,11,0.3951166930809799,251.75319768831386,239.15969184128653,267.39424448504235,0.03328779982719832,17.29075716645918,0.06314828101154825,24.117535691808957,66.58563984681027,56.05357138106652,0.04076987760374107,0.6157732026573786,0.030238035846156475,2.0123273019186363,346.45195982985615,0.2096682008527362,294.3217165226164,252.63280622912362,9990327.188367693,1.1466752058915843,2469937532.00064,0.37116687161813083,0.344811354236336,-0.007210419829848491,273.8120007304258
TITAN,Consumer,pullback,2016-05-18,2016-07-13,311.0683923353656,373.8682576796455,28,1758.3962296398374,90.44883776872356,1699.0066676046013,3.2010362447512537,40,stop_trail,-0.2670361856715162,5.524378854821285,risk_on,6,0.5599779005732987,301.2328915983843,275.47400650997423,308.552417720452,0.03004085167289139,12.388769910668389,0.039685389768605354,24.01315765247237,62.53800759351602,55.27733472990135,0.014542982317542918,0.113241209296705,0.1987582048228962,0.379170671158812,329.583338847108,0.052820504260342016,329.583338847108,299.1770931110313,19670388.95074722,0.6583248324225792,5748081265.31168,0.29237470701795926,0.1681181851379403,-0.010159965451769337,312.1745806933966
INFY,IT,pullback,2016-06-30,2016-07-18,2612.4618467486193,2446.1603853992106,6,-997.8087680964527,129.67402707050286,-1071.5870673825982,-1.0513068092530184,12,stop_trail,-0.8593222951185748,0.9070983825912056,risk_on,12,0.27194689365513014,2422.894794551834,2270.482307678041,2548.9564031496434,0.029760755399031558,93.49960943368959,0.03545067456920727,40.14733083208331,78.49271763263674,65.64012296411781,0.06684026463191484,0.3775079680158444,0.03585019498129571,1.401466835267526,2766.57604484136,0.046671270613525495,2654.693766729591,2483.121475914493,1144852.0323515239,1.1628518070071754,2622636653.146896,0.9465282578831845,0.18217816444108514,0.004412801019910928,2637.4564255796718
BEL,Defence,pullback,2016-07-21,2016-07-25,89.13075587035156,83.51630019275659,96,-538.9877450491176,81.5232235673297,-589.9985783296002,-1.114561037191829,2,stop_initial,-0.5730426697760405,0.3526120152497655,risk_on,8,0.8131914531410274,83.43539110345606,70.84730202283569,88.39991547086765,0.06399637400935543,3.604857997875009,0.04043381630850967,48.57374893027257,50.719865425813204,56.06964085672125,0.039079257261014355,0.35259262913781875,0.42396099582472213,2.569374766935949,95.44941223534848,0.06594990369787168,95.44941223534848,86.09909268156194,38078939.22376172,2.088008874707028,2878873557.617347,0.20933341063253066,0.23578772278601368,0.007086358949299321,89.15453269040879
TITAN,Consumer,pullback,2016-07-14,2016-07-29,386.90464457508074,364.08949446228974,24,-547.563602706984,86.58694441408907,-601.0379997074713,-1.1191154616790637,11,stop_initial,-0.9735017035552856,0.4407739854795865,risk_on,13,0.15764553909218643,354.67190397625404,303.4216084578341,378.43640058781267,0.06424023599539375,14.609325801393217,0.037819218078622686,69.31539210935334,56.053097786059155,61.946136510086205,0.13347996662929296,0.24650750260397736,0.37532628742536134,1.385997393437536,415.7884600958493,0.07093693016531022,415.7884600958493,374.47241964111834,16518772.484519014,0.9382952133073935,6089816194.205059,0.5378278681365435,0.07949252112861505,-0.0003253660635724742,386.2937031384882
GRASIM,Cement,pullback,2018-02-08,2018-02-28,306.69222244939766,303.3251604634495,35,-117.84716950818591,98.1736986180685,-177.74295827957502,-0.3441160620104141,14,stop_trail,-0.3577202705113799,1.693741332756749,risk_on,7,0.6199664731681771,291.82956055074044,261.47856563578443,300.49660430798986,0.03607711506175204,9.593423676087454,0.03144528279221835,44.73339268567104,70.6543922869345,59.52790071064513,0.012448355080402207,0.17697992680206065,0.32384905719257606,0.7505167079316843,314.78634949376305,0.030824942338754213,314.78634949376305,294.34511130092125,22671084.01360664,0.5425113808935677,6336084816.544889,0.4780852246766969,0.11460244079211068,0.004431583487529478,305.08307842159087
DIVISLAB,Pharma,pullback,2018-02-22,2018-03-05,64.12128604014617,60.61653651562984,155,-543.2361763000318,91.16343744954264,-598.9581760821192,-1.125971386589998,7,stop_initial,-0.8597559530469485,0.5152907058287101,risk_on,5,0.43394497441664015,59.998580972188805,55.43017578743359,62.47798004328927,0.031842910853048245,2.1984176847984935,0.034182929728499546,37.16343641352372,73.07420722681938,63.090414197422525,0.06740351526298949,0.1924624326976725,0.3030359927549644,0.9379449448982734,65.5301116086926,0.01856844082658171,65.5301116086926,61.26457350771716,12966465.1008124,0.8217461820605347,756570517.6564522,0.8348457066775473,0.11628405226193772,-0.0025786675390623293,64.31331960892729
MUTHOOTFIN,Financials,pullback,2018-01-31,2018-03-12,140.1421502567193,146.6543688445427,58,377.70867809375625,81.66561777148345,325.02811864402173,0.6273845904890439,28,stop_trail_gap,-0.49907168707143074,2.1426454125234193,risk_on,11,0.18797696984891035,134.99023199056776,134.18958276739798,137.88200617009068,0.00626709391478486,5.491280522100772,0.03944517379029377,19.925025198260897,77.63642966986795,54.19906482016839,-0.026298994447300106,0.2490775704934145,0.24099329883156306,0.4635450955712993,176.45584799138777,0.21106050037519752,145.47885264879545,131.10426531012047,44995556.405640244,1.195717288867845,5491352269.505594,0.24238103384960705,0.1615029144543565,0.008736563871998948,139.21298842019567
BRITANNIA,FMCG,pullback,2018-03-07,2018-03-13,1301.6415946806671,1285.7710272835977,7,-111.09397177948586,86.86227092768956,-165.46495928566875,-0.34920896399736995,4,stop_trail,-0.8379011084736012,0.850945752090914,neutral,11,0.012252057543752276,1251.8608803073885,1099.5104023571305,1296.547183451772,0.04472479517031025,44.08640398194547,0.033876621030701444,53.271510154955976,49.97087340683026,53.775814817400104,0.0033017888228425996,0.200708040047624,0.20751130617133606,0.6992119631904662,1355.9722952930929,0.04025960626118241,1355.9722952930929,1264.3234985090153,2073721.584608601,0.7282467346530143,2284314459.5757427,0.1096528792352581,0.10211512138945111,0.009190360644067308,1301.3813845835211
DIVISLAB,Pharma,pullback,2018-04-12,2018-04-19,70.47938194859212,66.51059780946515,134,-531.8170746430136,87.7480522343466,-585.8872818934979,-1.1243078142064542,5,stop_initial,-0.990761097559231,0.04627012434654424,risk_on,6,0.3368397918971941,65.10433074769249,58.50578935675889,68.09971189602204,0.039223470888476664,2.5362677611704276,0.03612344660138187,40.93238972971512,68.32942070699633,66.75598725711396,0.12787927599358673,0.20095991432139115,0.40344514189809577,0.9084354043304227,73.24136123043306,0.041373316113723746,73.24136123043306,67.28544306169124,12361766.856537772,1.0431978881970927,826716633.6418525,0.8324875535422622,0.16466460489103762,-0.0004543238152662221,70.21112323964692
BRITANNIA,FMCG,pullback,2018-04-18,2018-04-30,1372.7116623118675,1302.7194583858088,7,-489.94542748241065,89.04191463627099,-544.7220237250081,-1.137231808941378,8,stop_initial,-0.6387479930770082,0.5400077047990229,risk_on,8,0.253848597692675,1342.8940242079552,1171.8488025986244,1378.423082972452,0.04785171524923859,44.52118849799229,0.032565037663835825,28.99608809357441,57.19204581841443,48.32289738200371,0.026853902885824343,0.17135839704902223,0.25973457196122585,0.9663511749096513,1495.8433446986232,0.08603608138415952,1495.8433446986232,1346.8917115137754,1802026.5292250481,0.7907373669765272,2313730648.1218576,-0.25327800979035714,0.12082958292566626,0.00324957148745586,1367.1468449561792
COALINDIA,Energy,pullback,2018-04-18,2018-05-09,372.6675452993489,370.3820112950839,22,-50.28174809383006,80.69440302754833,-101.73990146252825,-0.2036790075980777,15,stop_trail,-0.8272752143655469,2.128726242134984,risk_on,10,0.1361573708740715,355.9845910743489,338.2245261188617,373.9348545026994,0.0327288198912381,14.838919774266818,0.039812992466408875,32.41270367190059,60.390956653702794,52.38523917146455,0.04037111982135522,0.19675698751531967,0.28642260422307353,0.8205893794197501,421.7909756711195,0.11635020410763874,421.7909756711195,358.8729814965603,17338671.586995363,1.2230991555602675,6307003780.056416,-0.08217208261947151,0.14513255597896713,0.004188383143362007,372.71550956102465
GRASIM,Cement,pullback,2018-05-01,2018-05-09,365.8931168493516,347.1827505275037,28,-523.8902570117416,93.36838412283288,-580.7252758514926,-1.1337620388425225,6,stop_initial,-0.9988436702890254,0.05174572041457272,risk_on,9,0.2584205226104832,340.08280661561196,294.7012257729664,355.10076715079003,0.05080085451751426,11.014071485966166,0.030210355875760663,36.59670579177255,69.6634120478072,65.60269694273003,0.059528831543446126,0.20422032083779418,0.3771835077606205,0.8327877771264758,374.9322422279992,0.02761273917476248,374.9322422279992,348.46696987274726,19774397.789563395,0.9521081119838848,7938731936.903673,0.8605871930680599,0.1527941220286304,0.0018437258313546145,364.5793360151486
GRASIM,Cement,pullback,2018-05-10,2018-05-15,355.3279954519705,345.18509421667267,34,-344.85864200012566,106.80559695046361,-408.5832413779633,-0.8026476389262638,3,stop_trail,-0.6867243309720839,0.3535976851843586,neutral,7,0.42774680227953676,344.1411111207465,298.9049754312472,355.72884063995946,0.04870281694985201,9.697339970347082,0.027313789184237512,29.46168799214025,46.14491950525034,52.19798359405383,0.024153733896776997,0.16196675972078323,0.350345102176842,0.8262634145115798,374.9322422279992,0.05306999248391864,374.9322422279992,347.62102339636203,19504095.405032758,1.0632768781505098,6550150909.224407,-0.07159176548433063,0.13518777663458348,0.005197654468134916,355.03459095098054
GRASIM,Cement,pullback,2018-06-13,2018-06-19,369.46060223409665,357.5096147485442,25,-298.77468713881115,87.09388796081294,-352.9314605103974,-0.721306650506447,4,stop_trail,-0.7493118147471891,0.22211413078722061,neutral,11,0.011975615394020256,352.8214293309557,311.29829435552546,359.99711769310835,0.03589048671354811,11.403585768842815,0.030895444604065382,22.753379496796416,71.5960900066794,61.99740748481513,0.04319515742792679,0.15257744739822532,0.305273310609141,0.4935912546551841,377.7099122512164,0.022788426617944335,376.20182290790075,351.7321953103754,20923096.22172589,0.5041944594970791,6371751834.377321,0.798466388070582,0.13627374323241348,0.005628326950720242,369.10249763300936
CIPLA,Pharma,pullback,2018-06-26,2018-07-31,139.443367382918,135.5951591532112,62,-238.58891024182242,83.17144448528272,-290.9308207707993,-0.5787875351636165,25,time_stop,-0.9896415415232058,0.445536611891473,neutral,5,0.7961840138851268,128.76320141384508,128.6242794297583,134.2817003588625,0.011393629466041943,5.293478400657264,0.03831441653179061,39.19171177444793,82.70252780648767,64.32410235998569,0.028928677748885523,0.19067244242825399,0.29226751370387616,1.3893219898343712,153.91988482444808,0.10239719868641539,140.81934200319665,131.26654976149837,20796636.434422154,1.4393399634627797,2924469552.934806,0.7324521125740262,0.21709043720825538,0.004562541522923569,138.1589197962889
HINDALCO,Metals,pullback,2018-08-16,2018-09-03,453.6368658762859,429.16889268481935,21,-513.827437020798,88.38326786920507,-568.2399620068683,-1.129703089890658,12,stop_initial,-0.8394654645371652,0.8840496147575714,risk_on,8,0.5412776367600913,431.92023464445066,355.51822765849056,447.81994847618364,0.06600113157552823,15.449958172759462,0.03398246360615093,32.72613644505022,72.36658545732482,58.92832074344974,0.03663959780001824,0.240966713781938,0.540593836116918,1.0555913071582887,477.3058725836068,0.04747656432870351,477.3058725836068,433.40340666310397,36756451.212800935,0.7534863525134292,15318415397.62537,0.4417540207502431,0.10731827967394003,0.003935765548249703,454.6450296194232
GRASIM,Cement,pullback,2018-09-10,2018-09-18,461.537565720994,439.90470932479724,24,-519.1885535087222,99.19508673415407,-578.8837667149194,-1.1429005087307387,6,stop_initial,-0.761261924424877,0.4384183298973894,risk_on,13,0.031326513590394706,427.72667248774155,361.8445802175524,448.72167332998004,0.061524788182878876,13.70077017320358,0.029773059278439696,60.42581947352387,76.29269710363079,65.84732315240369,0.06636161257562012,0.2771201278019597,0.428360611731619,1.3520709220619458,475.38089429289846,0.0319901069973868,475.38089429289846,443.85975538240103,15357137.066537943,2.145571651874801,5852338123.725147,0.8358460980808865,0.11328706480239048,-0.006641888337216795,460.17340861995524
TCS,IT,pullback,2018-07-10,2018-09-21,108.00048658141213,119.2374750733063,78,876.485102367745,85.43691960120884,821.0880302301839,1.6379956491110956,52,stop_trail,-0.2347086366214215,4.224598092579213,risk_on,7,0.2222283399029799,103.89370681523691,98.55763337068909,107.57083413065169,0.022225887598231076,4.198114066336024,0.0384464256082036,26.202009314661897,58.684467149164995,58.52601189445389,0.0766991463910276,0.15369268722455698,0.28622538741595926,1.0400643560584033,120.69331350210655,0.09527820090868333,113.91440094905685,105.63889158698265,50855965.406033665,0.6084985062352395,4791486290.645061,0.38661112433350037,0.16404398698440503,0.001034953505935965,109.19387172991814
RECLTD,Financials,pullback,2018-08-08,2018-11-30,601.8848892143759,844.3604112687192,16,3879.6083528694926,104.12866824152061,3809.8205180625773,7.60758364780541,80,stop_trail,-0.28190910116936596,10.903154097848685,risk_on,11,0.28662340222148275,550.2322027975744,484.7415299165066,582.4703156014971,0.04980657971880431,20.38542164217094,0.03400149450192014,39.159104002244604,60.548068956565125,64.80077206206934,0.09973977694421765,0.3058513205947144,0.27607546360441515,0.6313771099597445,615.9347137606852,0.026609707461630716,615.9347137606852,581.0670196568765,17231876.174697075,0.8873448270685246,8598827749.037361,0.837586580756869,0.2364626830342289,0.010256216751175273,599.5448712120501
LTIM,IT,pullback,2018-12-10,2018-12-28,455.65058255954654,428.34012046975124,19,-518.8987797061106,82.2960334852557,-570.322943028913,-1.1202112357947582,13,stop_initial,-0.9983037090337477,0.3758438667928983,risk_on,8,0.4099747123991183,423.37492487137854,350.18414488444483,443.68824008121163,0.07145496023996034,17.49980736382934,0.03859434671991097,39.23355862975405,78.16484638376639,59.231431780964435,0.056061897280911044,0.1597066828012259,0.6992798105362077,0.9459483966361464,491.10893287564056,0.07672358802172874,491.10893287564056,430.2182298326822,16211618.98548693,0.9567364259079589,6944101450.049807,0.5566377476143761,0.08981078941390042,0.0027570335934561374,453.42929343589907
RECLTD,Financials,pullback,2019-01-03,2019-01-14,1007.462235765016,949.378080319251,9,-522.7573990118847,85.14521221442283,-575.5694108658353,-1.1230802409137328,7,stop_initial,-0.7444517145538768,0.453424539170836,risk_on,3,1.2307465805185471,914.3426636065437,716.776142599182,973.1142672730281,0.09233309039440885,35.58742886957416,0.03539164310156407,41.957482183999026,71.01976742844889,68.11892074573504,0.09834091445808557,0.3074178229909752,0.8491854200626119,1.8949433452545217,1015.7206845039957,0.010031012767225622,1015.7206845039957,954.5687939934248,11090326.057371603,0.9700963521593333,10227094696.308903,0.91093150324464,0.20614219484054908,-0.0007240112531238241,1005.531977349801
MARUTI,Auto,pullback,2019-01-09,2019-01-30,78.3587458234904,73.33286595168137,105,-527.7173865399476,79.2645593997208,-577.6423462813297,-1.1141366315605488,15,stop_initial,-0.6593897497950276,0.7071240071806858,risk_on,12,0.1650251361678296,75.09363620329282,63.82157574830817,77.95132011044242,0.05632660007192691,3.229237941888509,0.041358194485296575,38.739348752175616,47.41094460839455,52.91070823641384,0.01916528014667951,0.19907458430656955,0.5216609690194445,1.0954905312254053,82.817645054234,0.05720863017653188,82.817645054234,74.84653248091702,93358928.29826693,1.3271147503422718,7010837910.536465,0.0397743734292646,0.10053419718993406,0.006095469583641933,78.07976102623505
